game mode: 2
game version: 20150901
beatmap md5 hash: 76fcfc3b0a1b86033a5629c11d38832f
player name: 
replay md5 hash: ccc154e544d1051d68e60bd5b8143db8
300: 442
100: 5
50: 440
geki: 71
katu: 12
miss: 5
score: 1362788
max combo: 131
Full combo: 0
mods: 0
xy: 4008|1,6115|1,8225|1,10452|1,12914|1,15020|1,19008|1,21349|1,23696|1,26039|1,28380|1,30723|1,33070|1,36118|1,38223|1,40334|1,42444|1,44551|1,46662|0.92,48772|0.89,52757|1,54868|1,56974|1,59085|1,61194|1,63301|1,65412|1,71505|1,73614|0.87,75723|1,77834|1,79944|1,82051|1,84162|1,86509|1,89786|1,91896|1,94008|1,96117|1,98223|1,100335|1,102443|1,107132|1,109239|1,111348|1,113457|1,115567|1,117679|1,119788|1,122133|1,124474|1,126585|1,128696|1,130804|1,132911|1,135022|1,137133|1,139240|1,140882|1,
timestamp: 635779289062410681
replay length: 36140

__ DATA __ :
0|256|-500|0
-1|256|-500|0
1|256|9999|0
10|256|9999|0
15|256|9999|0
15|256|9999|0
16|256|9999|0
16|256|9999|0
16|256|9999|0
17|256|9999|0
17|256|9999|0
16|256|9999|0
16|256|9999|0
15|256|9999|0
17|256|9999|0
17|256|9999|0
17|256|9999|0
17|256|9999|0
16|256|9999|0
16|256|9999|0
17|256|9999|0
16|256|9999|0
16|256|9999|0
16|256|9999|0
17|256|9999|0
16|256|9999|0
16|256|9999|0
17|256|9999|0
17|256|9999|0
16|256|9999|0
17|256|9999|0
16|256|9999|0
17|256|9999|0
14|256|9999|0
18|256|9999|0
16|256|9999|0
16|256|9999|0
16|256|9999|0
18|256|9999|0
17|256|9999|0
15|256|9999|0
17|256|9999|0
21|256|9999|0
19|256|9999|0
18|256|9999|0
16|256|9999|0
17|256|9999|0
17|256|9999|0
17|256|9999|0
17|256|9999|0
16|256|9999|0
16|256|9999|0
17|256|9999|0
17|256|9999|0
16|256|9999|0
15|256|9999|0
19|256|9999|0
15|256|9999|0
16|256|9999|0
16|256|9999|0
16|256|9999|0
17|256|9999|0
15|256|9999|0
17|256|9999|0
18|256|9999|0
15|256|9999|0
16|256|9999|0
16|256|9999|0
17|256|9999|0
16|256|9999|0
17|256|9999|0
17|256|9999|0
16|256|9999|0
17|256|9999|0
18|256|9999|0
15|256|9999|0
15|256|9999|0
17|256|9999|0
17|256|9999|0
16|256|9999|0
18|256|9999|0
19|256|9999|0
19|256|9999|0
19|256|9999|0
16|256|9999|0
17|256|9999|0
17|256|9999|0
16|256|9999|0
16|256|9999|0
17|256|9999|0
15|256|9999|0
18|256|9999|0
18|256|9999|0
14|256|9999|0
17|256|9999|0
18|256|9999|0
15|256|9999|0
17|256|9999|0
17|256|9999|0
16|256|9999|0
16|256|9999|0
17|256|9999|0
16|256|9999|0
17|256|9999|0
15|256|9999|0
8|257.533|9999|0
8|261.7|9999|0
16|270.148|9999|0
17|278.594|9999|0
17|286.692|9999|0
16|295.229|9999|0
17|303.663|9999|0
16|311.719|9999|0
16|320.254|9999|0
18|328.914|9999|0
15|336.557|9999|0
16|345.043|9999|0
16|353.215|9999|0
18|361.932|9999|0
16|370.046|9999|0
14|372.427|9999|0
10|372.427|9999|0
16|372.427|9999|0
8|370.488|9999|0
10|366.211|9999|0
18|357.5|9999|0
16|349.412|9999|0
16|341.495|9999|0
16|333.083|9999|0
18|324.365|9999|0
16|315.655|9999|0
17|307.636|9999|0
15|299.763|9999|0
17|291.019|9999|0
18|282.373|9999|0
14|274.736|9999|0
17|266.279|9999|0
17|257.733|9999|0
15|249.82|9999|0
17|241.401|9999|0
16|232.501|9999|0
17|224.688|9999|0
16|216.169|9999|0
17|205.53|9999|1
8|202.476|9999|1
8|202.476|9999|1
18|202.476|9999|1
15|207.576|9999|1
17|224.065|9999|1
16|240.84|9999|1
16|256.79|9999|1
17|273.492|9999|1
16|290.276|9999|1
17|307.302|9999|1
17|324.056|9999|1
16|341.156|9999|1
16|357.554|9999|1
16|373.954|9999|1
16|390.56|9999|1
17|407.609|9999|1
17|424.07|9999|1
18|440.249|9999|1
20|457.373|9999|1
17|473.472|9999|1
18|489.966|9999|1
18|503.271|9999|1
16|503.271|9999|1
4|499.195|9999|1
13|487.168|9999|1
16|470.5|9999|1
16|453.598|9999|1
17|437.217|9999|1
18|419.065|9999|1
16|402.379|9999|1
16|386.619|9999|1
15|370.614|9999|1
17|353.634|9999|1
17|336.438|9999|1
16|319.84|9999|1
17|302.692|9999|1
16|286.707|9999|1
16|269.647|9999|1
17|253.696|9999|1
16|236.682|9999|1
17|219.54|9999|1
16|203.018|9999|1
17|186.858|9999|1
16|169.663|9999|1
18|152.064|9999|1
16|136.441|9999|1
16|119.348|9999|1
3|117.834|9999|0
8|115.027|9999|0
4|115.027|9999|0
17|115.027|9999|0
17|115.027|9999|0
16|115.027|9999|0
16|115.027|9999|0
17|115.027|9999|0
16|115.027|9999|0
17|117.031|9999|0
16|125.254|9999|0
22|133.768|9999|0
17|141.506|9999|0
19|150.405|9999|0
17|158.613|9999|0
